Transport_Protocol,Duration,AvgDuration,PBS,AvgPBS,TBS,PBR,AvgPBR,TBR,Missed_Bytes,Packets_Sent,Packets_Received,SRPR,class
1,2.14,3.11649635,0,121.1094891,80,0,2850.788321,0,0,2,0,0,0
2,13.12,8.071818182,50,34.63636364,106,2,8.636363636,30,0,2,1,0.5,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0.21,5.468717949,83,94.25641026,291,606,2761.884615,814,0,5,5,1,0
2,55.35,34.21178571,150,100.7142857,318,12,23.60714286,180,0,6,6,1,0
2,55.31,37.49352941,150,108.0588235,318,12,157.0588235,180,0,6,6,1,0
1,0.26,18.89190476,83,100.0714286,411,11842,20077.97619,12290,0,8,11,1.375,1
2,0.6,0.218568665,62,48.01844964,90,242,234.3900461,270,0,1,1,1,1
2,0.19,0.839704755,62,106.0653595,118,101,392.7018256,129,0,2,1,0.5,1
1,0,2.081,0,0,96,0,0,0,0,2,0,0,1
2,0,0.012398725,34,38.84084292,62,82,141.052849,0,0,1,0,0,1
1,13.43,7.048957055,164,98.88343558,1164,30803,16718.99387,33183,0,22,23,1.045454545,1
1,3.01,2.982,0,0,192,0,0,0,0,4,0,0,1
1,4.27,4.27,0,0,96,0,0,0,0,2,0,0,1
1,0.08,0.1175,485,422.2083333,697,540,5760.333333,752,485,5,5,1,1
2,32.92,29.57,125,97.33333333,265,240,53.5,352,0,5,4,0.8,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0,0,0,0,96,0,0,0,0,2,0,0,1
1,0.27,0.27,0,0,96,0,0,40,0,2,1,0.5,1
1,2.87,2.685888689,0,14.15918612,96,0,0,0,0,2,0,0,1
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
1,0,0.31244186,0,0,60,0,0,80,0,1,2,2,1
2,0.32,0.218568665,46,48.01844964,74,444,234.3900461,472,0,1,1,1,1
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
1,14.64,7.934,5640,3321.8,19572,747170,655025.2,769058,0,346,547,1.580924855,1
1,10.21,5.905431034,236,166.2931034,564,483,4712.775862,731,0,8,6,0.75,0
1,56.45,40.30297872,242,160.9148936,2482,98382,69681.70213,101542,0,56,79,1.410714286,0
1,2.66,9.502267442,90,151.9127907,618,24508,24921.83721,25276,0,13,19,1.461538462,1
1,10.81,22.76224719,607,587.3707865,11975,699540,557650.6292,720588,0,284,526,1.852112676,1
1,3.13,2.781725516,0,10.25183211,96,0,3.656229181,0,0,2,0,0,1
2,0.71,4.923761855,69,210.5742887,125,198,5065.317176,254,0,2,2,1,1
1,0.2,0.335693046,115,149.9625899,383,1167,1259.629736,1435,1282,5,5,1,1
1,0.04,1.77825641,1170,1027.138462,2916,420,606.7692308,668,0,14,6,0.428571429,1
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,0.19,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
2,11.03,20.25214286,50,92.71428571,106,0,29.5,0,0,2,0,0,0
2,1.35,0.725262759,68,86.91753748,124,125,189.2577616,153,0,2,1,0.5,0
2,13.44,8.548333333,54,34.33333333,166,54,19,166,0,4,4,1,0
2,256.12,73.28821429,3060,938.5357143,4964,0,0,0,0,68,0,0,0
1,11.19,4.47,279,73.64285714,647,2688,762.7857143,2896,0,9,5,0.555555556,1
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
1,4.69,1.303388704,76,75.07973422,412,2094,2408.475083,2390,0,8,7,0.875,0
2,0,0.012398725,60,38.84084292,0,105,141.052849,0,0,0,0,0,1
2,0.44,0.2640539,43,35.32282745,71,157,243.6849378,185,0,1,1,1,0
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
2,23.03,22.55111111,52,156.5555556,136,403,221.3333333,543,0,3,5,1.666666667,0
2,0.16,0.218568665,53,48.01844964,81,192,234.3900461,220,0,1,1,1,0
1,3.98,3.07276,115,78.344,403,6894,5332.72,7222,0,7,8,1.142857143,0
2,22.63,23.865,75,105.5,159,6,20.125,90,0,3,3,1,0
1,3.01,2.462196399,0,23.57119476,96,0,13.67954173,0,0,2,0,0,1
1,3,1.499328859,0,0,192,0,0,0,0,4,0,0,1
1,17.45,7.207682403,553,632.2918455,1041,2505,31271.25751,2789,0,12,7,0.583333333,1
1,0.85,15.63489083,168,235.4454148,248,1053,122327.0917,1093,0,2,1,0.5,1
2,33.89,30.20923077,100,94.23076923,212,8,44.11538462,120,0,4,4,1,0
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
2,12.02,11.1175,52,86,136,29,28,113,0,3,3,1,0
1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
2,3.97,3.381473397,62,4107.40382,118,1156,5895.639836,1268,0,2,4,2,0
2,22.78,21.51181818,79,75.81818182,219,54,42.63636364,166,0,5,4,0.8,0
1,1.51,3.399287169,109,56.04887984,317,1111,5332.637475,1319,0,5,5,1,0
2,0.22,0.218568665,44,48.01844964,72,145,234.3900461,173,0,1,1,1,1
2,33.34,30.32225806,100,95.29032258,212,6,34.4516129,90,0,4,3,0.75,0
2,1,0.2640539,27,35.32282745,55,248,243.6849378,276,0,1,1,1,0
2,0.53,0.218568665,48,48.01844964,76,108,234.3900461,136,0,1,1,1,1
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
2,0.16,0.218568665,45,48.01844964,73,312,234.3900461,340,0,1,1,1,0
2,0.01,0.218568665,43,48.01844964,71,208,234.3900461,236,0,1,1,1,0
1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
2,0.07,0.2640539,27,35.32282745,55,511,243.6849378,539,0,1,1,1,0
1,0.58,0.333934321,62,61.25563426,590,24500,7248.823567,25308,0,13,20,1.538461538,1
2,0.04,0.725262759,38,86.91753748,66,54,189.2577616,82,0,1,1,1,0
1,0.49,0.737964072,70,97.36327345,278,571,7469.856287,779,0,5,5,1,0
1,19.08,16.41076923,185,157.6923077,553,4704,7918.461538,5112,0,9,10,1.111111111,0
1,6.66,5.577142857,204,116.3809524,852,31426,32739.71429,32434,0,16,25,1.5625,1
1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
2,0.6,4.923761855,85,210.5742887,141,966,5065.317176,1078,0,2,4,2,1
1,5.8,5.152718447,73,66.99029126,2121,114440,51115.87379,118008,0,51,89,1.745098039,0
2,15.06,15.34434783,798,808.5434783,0,0,0,0,0,0,0,0,0
1,15.86,5.615984,78,5540.112,326,855,6727.8592,2142,0,6,10,1.666666667,1
1,5.14,37.82345277,1778,1359.527687,3546,46580,40195.32248,48624,0,44,51,1.159090909,1
1,3,2.081,0,0,96,0,0,0,0,2,0,0,1
1,1.37,1.125390995,70,95.14218009,438,11403,6479.913507,11851,0,9,11,1.222222222,1
1,2.58,37.99,0,72.66666667,80,0,6508.666667,0,0,2,0,0,0
1,0.83,1.83025974,336,205.4545455,1024,34210,17290.15584,35294,0,17,27,1.588235294,1
1,19.16,7.7925,872,306.8231707,3800,156244,50377.0122,161372,0,73,128,1.753424658,0
1,3,1.97,0,0,192,0,0,0,0,4,0,0,1
1,3,1.592832817,0,0,192,0,0,0,0,4,0,0,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
2,0.13,0.2640539,31,35.32282745,59,503,243.6849378,531,0,1,1,1,0
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
2,44.33,35.016,125,102,265,10,53,150,0,5,5,1,0
1,0.71,11.43016949,0,148.3728814,88,0,461.779661,44,0,2,1,0.5,1
1,0.07,0.11025,130,1081.5,378,136,183.3,424,0,6,7,1.166666667,0
1,0.28,0.324944945,154,149.7172172,422,1285,1259.554555,1553,1439,5,5,1,1
2,55.51,33.22578947,200,110.9473684,424,731,205.2631579,927,0,8,7,0.875,0
2,0.15,6.97,50,41.07142857,106,489,37.5,545,0,2,2,1,0
1,0.28,18.8222093,78,1211.22093,158,0,37506.54651,80,0,2,2,1,1
1,8.51,12.04316327,783,147.6632653,1591,28840,16594.72449,29888,0,20,26,1.3,1
2,0.51,0.218568665,48,48.01844964,76,410,234.3900461,438,0,1,1,1,1
1,3.96,15.0415,210,524.25,370,2782,54363.55,2902,0,4,3,0.75,1
2,21.88,23.434,221,112.4,389,104,112.8,272,0,6,6,1,0
1,2.6,7.8935,504,305.4,872,7798,3385.55,8206,0,9,10,1.111111111,1
2,0,0.012398725,61,38.84084292,0,106,141.052849,0,0,0,0,0,1
1,100.3,37.2875,206,137.75,454,593,444.75,717,0,6,3,0.5,1
2,56.49,38.874,150,120.2,318,12,21.6,180,0,6,6,1,0
2,0,0.012398725,35,38.84084292,63,110,141.052849,0,0,1,0,0,1
1,0.53,1.312883487,107,99.81978206,395,5240,5356.867561,5528,0,7,7,1,0
1,3,1.493,0,0,192,0,0,0,0,4,0,0,1
1,0.26,0.949744246,52,56.73913043,260,1250,1117.468031,1458,0,5,5,1,1
1,4.71,1.355411481,92,92.436188,252,958,9696.138956,1166,0,4,5,1.25,1
2,0.05,0.725262759,31,86.91753748,59,47,189.2577616,75,0,1,1,1,0
2,0,0.012398725,35,38.84084292,63,110,141.052849,0,0,1,0,0,1
2,0,0.012398725,30,38.84084292,58,75,141.052849,0,0,1,0,0,1
1,0.53,0.781911765,339,324.2867647,587,803,773.4338235,1007,0,6,5,0.833333333,1
1,103.49,45.89,390,671.8571429,4334,211525,54887.28571,217453,0,93,148,1.591397849,1
1,3.06,3.508266332,0,8.623115578,92,0,526.9346734,176,0,2,4,2,0
2,0.07,0.2640539,45,35.32282745,73,444,243.6849378,472,0,1,1,1,0
1,6.06,15.91083333,88,102.5,696,28542,5832,29506,0,15,24,1.6,0
1,0.82,0.335693046,156,149.9625899,424,1287,1259.629736,1555,1443,5,5,1,1
1,19.05,9.24,197,134.6666667,1317,72676,42972.33333,74756,0,28,52,1.857142857,1
1,0.36,0.413057065,206,192.7608696,474,1317,1185.293478,1585,1523,5,5,1,1
2,16.28,4.905,50,33.83333333,106,2,8.416666667,30,0,2,1,0.5,0
1,0.03,0.1112,116,115.42,384,770,766.15,1038,0,5,5,1,0
1,0,1.465,0,0,96,0,0,0,0,2,0,0,1
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,0.03,0.833333333,0,22.87878788,216,0,338.3333333,164,0,4,3,0.75,1
1,21.31,20.57467787,77,76.56862745,212,0,147.2268908,176,0,5,4,0.8,0
2,0.23,0.725262759,40,86.91753748,68,56,189.2577616,84,0,1,1,1,0
1,1.27,1.87781746,65,64.9047619,273,1481,6557.174603,1729,0,5,6,1.2,0
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
2,0.14,0.218568665,47,48.01844964,75,409,234.3900461,437,0,1,1,1,1
1,10.05,9.48275641,67,491.4871795,227,477,47194.01923,677,0,4,5,1.25,0
2,0.01,0.218568665,50,48.01844964,78,485,234.3900461,513,0,1,1,1,1
1,3.06,2.781725516,0,10.25183211,96,0,3.656229181,0,0,2,0,0,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
1,3.01,3,0,0,100,0,0,0,0,2,0,0,0
1,0,1.492071429,0,0,96,0,0,0,0,2,0,0,1
1,1.61,1.453333333,282,242,742,9101,9436.666667,9353,3202,11,6,0.545454545,1
1,2.39,5.7,0,52.5,80,0,11044,0,0,2,0,0,1
2,0.09,0.2640539,37,35.32282745,65,291,243.6849378,319,0,1,1,1,0
2,0,0.012398725,34,38.84084292,62,116,141.052849,0,0,1,0,0,1
2,1.27,9.579090909,25,43.18181818,53,2,2.545454545,30,0,1,1,1,0
1,7.23,2.605589226,60,109.9848485,648,15792,11775.58249,16408,0,13,15,1.153846154,0
1,0.31,12.70333333,1442,1280.222222,212,2480,2359.166667,168,1442,5,4,0.8,0
1,3,2.235842697,0,0,192,0,0,0,0,4,0,0,1
1,0.23,0.251104972,687,682.8950276,895,644,636.8729282,852,0,5,5,1,1
1,0,1.489407895,0,0,96,0,0,0,0,2,0,0,1
1,4.92,3.16,0,39.06666667,80,0,3621.733333,0,0,2,0,0,0
1,0.22,0.330762916,115,149.8961854,383,1285,1257.438918,1553,1400,5,5,1,1
2,0.14,0.218568665,57,48.01844964,85,372,234.3900461,400,0,1,1,1,1
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,1.14,0.915091743,72,74.37155963,344,1650,3624.509174,1898,0,6,6,1,1
2,0.09,0.2640539,29,35.32282745,57,512,243.6849378,540,0,1,1,1,0
1,5.36,6.385822222,654,334.3392593,1062,1679,11277.13185,4422,0,10,27,2.7,1
2,0.33,0.218568665,49,48.01844964,77,105,234.3900461,133,0,1,1,1,1
1,0.34,1.777635783,70,62.14376997,358,5726,10922.11182,6054,0,7,8,1.142857143,0
2,0.02,0.218568665,47,48.01844964,75,189,234.3900461,217,0,1,1,1,1
1,0.77,1.79037037,185,144.5925926,553,10186,11514.07407,10634,0,9,11,1.222222222,1
2,0.19,0.2640539,27,35.32282745,55,212,243.6849378,240,0,1,1,1,0
1,62.62,62.62,419,419,627,364,364,892,0,5,4,0.8,1
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
1,103.11,48.82570156,883,16651.72383,3622,1096,7709.298441,2064,0,46,24,0.52173913,1
1,7.31,7.583472222,186,239.7361111,474,302,560.2916667,510,0,7,5,0.714285714,1
1,1.43,0.968533937,63,57.59728507,271,1250,1128.150226,1458,0,5,5,1,0
1,0,2.232571429,0,0,96,0,0,0,0,2,0,0,1
2,11.06,11.06,50,50,106,0,0,0,0,2,0,0,0
1,0.09,1.631428571,476,453.5714286,684,1057,8314.857143,1265,476,5,5,1,1
2,0.04,0.725262759,24,86.91753748,52,45,189.2577616,73,0,1,1,1,0
1,0.22,0.330762916,155,149.8961854,423,1203,1257.438918,1471,1358,5,5,1,1
1,3,1.674977503,0,0,192,0,0,0,0,4,0,0,1
1,2.37,6.111111111,70,512.3333333,358,8271,5168.111111,8599,0,7,8,1.142857143,0
1,0.22,0.628031915,307,297.2234043,515,616,591.5797872,824,0,5,5,1,1
2,22.25,25.62,75,81.25,159,0,5,0,0,3,0,0,0
1,0.05,36.0883432,0,237.2366864,80,0,60173.17751,40,0,2,1,0.5,0
1,0.54,1.355411481,63,92.436188,271,569,9696.138956,777,0,5,5,1,1
2,0.01,0.218568665,68,48.01844964,96,422,234.3900461,450,0,1,1,1,1
1,0.12,0.12,0,0,96,0,0,40,0,2,1,0.5,1
1,0,1.4936,0,0,96,0,0,0,0,2,0,0,1
1,0,20.2844,0,245.92,40,0,20480.08,40,0,1,1,1,0
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
2,0.43,0.218568665,49,48.01844964,77,131,234.3900461,159,0,1,1,1,1
1,1.87,2.135946667,369,350.6146667,793,4450,9655.981333,4770,369,8,6,0.75,1
2,0.15,0.15,49,49,109,49,49,105,0,2,2,1,0
2,0.01,0.218568665,43,48.01844964,71,177,234.3900461,205,0,1,1,1,1
2,22.62,25.20666667,27,20.66666667,83,77,68,189,0,2,4,2,0
1,0.43,0.491678726,70,72.58900145,278,390,445.260492,558,0,5,4,0.8,1
2,0.09,0.2640539,29,35.32282745,57,130,243.6849378,158,0,1,1,1,0
1,1.56,2.295909091,86,88.31818182,214,0,25399.5,88,0,3,2,0.666666667,1
1,0.26,21.29354167,70,156.9166667,150,2112,22111.20833,2232,0,2,3,1.5,0
2,0.2,6.781538462,25,40.38461538,53,2,38.30769231,30,0,1,1,1,0
2,0.52,0.218568665,42,48.01844964,70,99,234.3900461,127,0,1,1,1,1
1,0.77,0.904045894,243,243.5615942,771,9086,9547.653986,9510,243,10,8,0.8,1
1,0.01,0.02044586,981,995.2292994,1429,792,780.955414,1200,0,11,10,0.909090909,1
1,0.98,6.297,0,179.7,80,0,49885.9,40,0,2,1,0.5,1
1,1.05,2.725714286,82,77.42857143,330,1497,10102.08163,1745,0,6,6,1,1
2,22.41,32.42318182,50,96.86363636,106,4,55.22727273,60,0,2,2,1,0
2,22.08,22.37375,79,73.5,219,81,71.125,249,0,5,6,1.2,0
1,105.21,104.775,809,681,3977,164872,162191.5,169760,0,79,122,1.544303797,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0.4,0.684285714,63,54.80952381,711,30664,16235.35714,31668,0,16,25,1.5625,1
1,5.67,1.426833333,94,81.03333333,702,21593,5594.283333,22401,0,15,20,1.333333333,0
2,0.44,0.218568665,41,48.01844964,69,87,234.3900461,115,0,1,1,1,1
1,1.8,1.932352941,72,94.45098039,284,590,3799.245098,802,0,5,5,1,0
1,3.28,20.398,290,958.2,2022,94776,187624.8,97868,0,43,77,1.790697674,1
1,1.85,2.253076923,71,57.92307692,703,22604,12614.69231,23412,0,15,20,1.333333333,0
2,34.12,26.91,108,83.3,332,108,78.7,332,0,8,8,1,0
1,0.21,0.333934321,63,61.25563426,271,495,7248.823567,703,0,5,5,1,1
1,0.61,1.355411481,115,92.436188,363,3045,9696.138956,3293,0,6,6,1,1
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
2,0,0.012398725,38,38.84084292,66,205,141.052849,0,0,1,0,0,1
2,13.41,9.078181818,50,40.90909091,106,4,2.727272727,60,0,2,2,1,0
1,10.55,7.319333333,289,240.5666667,1089,35045,6995.9,36173,0,20,28,1.4,0
1,3,1.852045455,0,0,192,0,0,0,0,4,0,0,1
2,11.34,16.44636364,52,77.81818182,136,29,22.63636364,113,0,3,3,1,0
1,2.47,2.3275,83,37.75,291,239,119.5,403,0,5,4,0.8,1
1,0,1.479872611,0,0,96,0,0,0,0,2,0,0,1
1,5.22,5.993250518,853,189.4513458,2101,50474,8629.656315,104564,0,31,90,2.903225806,0
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0.34,9.502267442,57,151.9127907,137,0,24921.83721,80,0,2,2,1,1
1,0,2.021923077,0,0,96,0,0,0,0,2,0,0,1
2,23.61,22.716,81,65.6,249,81,69.8,249,0,6,6,1,0
2,12.52,13.99,50,49.28571429,106,0,64.57142857,0,0,2,0,0,0
1,0.22,4.923761855,233,210.5742887,921,1014,5065.317176,3324,0,17,32,1.882352941,1
2,11.33,7.87125,52,41.875,136,29,18.625,113,0,3,3,1,0
2,0.12,0.218568665,58,48.01844964,86,342,234.3900461,370,0,1,1,1,1
1,0.35,5.526153846,64,58.61538462,184,0,4077.076923,120,0,3,3,1,0
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
2,61.77,42.08125,150,109.625,318,12,29.6875,180,0,6,6,1,0
2,0,0.012398725,36,38.84084292,64,139,141.052849,0,0,1,0,0,1
2,0.21,0.218568665,50,48.01844964,78,102,234.3900461,130,0,1,1,1,1
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,0,1,0,0,96,0,0,0,0,2,0,0,1
1,0,1.592832817,0,0,96,0,0,0,0,2,0,0,1
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
2,0.04,0.725262759,33,86.91753748,61,175,189.2577616,203,0,1,1,1,0
1,2.22,8.99,58,71,1186,64011,46192.5,65855,0,28,46,1.642857143,1
1,3.01,1.565238095,0,0,192,0,0,0,0,4,0,0,1
2,22.33,21.47,79,131.6666667,219,56,114.5,196,0,5,5,1,0
1,15.18,10.94747292,135,788,383,3748,70751.52347,3996,0,6,6,1,1
1,0,7.035222672,68,204.537112,148,0,7085.446694,160,0,2,4,2,1
2,8.19,14.41619048,155,466.3333333,295,0,417.7190476,0,0,5,0,0,0
1,0.11,0.220902613,78,76.68171021,326,1515,2938.308789,1763,0,6,6,1,1
1,3.25,31.41504798,0,356.4587332,120,0,28422.38964,0,0,3,0,0,0
2,22.11,16.96166667,75,63.83333333,159,0,19,0,0,3,0,0,0
1,2.99,2.462196399,0,23.57119476,96,0,13.67954173,0,0,2,0,0,1
1,0.1,32.1902,0,339.84,40,0,10285.34,40,0,1,1,1,0
1,0,0,0,0,96,0,0,0,0,2,0,0,1
1,0.21,0.335693046,159,149.9625899,427,1286,1259.629736,1554,1445,5,5,1,1
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,8.24,3.381473397,1033,4107.40382,2361,50473,5895.639836,104722,0,33,94,2.848484848,1
1,0.16,0.16,0,0,0,112398,112398,116002,0,0,90,0,1
2,0.18,0.218568665,45,48.01844964,73,345,234.3900461,373,0,1,1,1,1
2,0.2,9.772956204,32,356.4854015,60,111,927.129562,139,0,1,1,1,1
1,0.29,0.267678571,90,90.48214286,618,21686,9271.303571,22454,0,13,19,1.461538462,0
1,3,1.674977503,0,0,192,0,0,0,0,4,0,0,1
1,14.59,14.59,647,944,212,630,1362.5,128,1277,5,3,0.6,0
1,3.01,5.128403869,0,32.81559855,96,0,0,0,0,2,0,0,1
1,0,4.472957075,78,299.1844197,158,0,8592.470588,160,0,2,4,2,1
1,0,1.735904059,0,0,96,0,0,0,0,2,0,0,1
2,0.21,0.218568665,47,48.01844964,75,245,234.3900461,273,0,1,1,1,0
1,3.97,2.605589226,104,109.9848485,632,25576,11775.58249,26384,0,13,20,1.538461538,1
1,2.87,2.247333333,0,45.86666667,400,23859,15803.33333,24579,0,10,18,1.8,1
1,9.19,84.89842105,1388,722.2105263,172,738,2003.438596,204,2126,4,5,1.25,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0.22,0.324944945,161,149.7172172,429,1209,1259.554555,1477,1370,5,5,1,1
1,0,0,0,0,96,0,0,40,0,2,1,0.5,1
2,0.19,0.218568665,44,48.01844964,72,100,234.3900461,128,0,1,1,1,1
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
2,22.25,31.8228,75,96.8,159,4,25.92,60,0,3,2,0.666666667,0
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,0,1.674977503,0,0,96,0,0,0,0,2,0,0,1
1,2.86,4.146470588,0,44.94117647,80,0,11142.29412,0,0,2,0,0,1
2,22.75,30.17222222,75,94.16666667,159,6,37.5,90,0,3,3,1,0
1,107.93,107.93,136,136,1128,34245,34245,37389,0,24,35,1.458333333,0
2,0.41,0.2640539,36,35.32282745,64,443,243.6849378,471,0,1,1,1,0
2,0.15,0.218568665,43,48.01844964,71,156,234.3900461,184,0,1,1,1,1
2,25.2,13.12666667,56,55.66666667,196,54,29,166,0,5,4,0.8,0
1,2.99,2.99,0,0,192,0,0,0,0,4,0,0,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,1.76,4.811818182,115,141.5909091,355,10878,15111.31818,11198,0,6,8,1.333333333,0
1,3.44,1.355411481,38,92.436188,446,14600,9696.138956,15088,0,10,12,1.2,0
2,0.02,0.218568665,47,48.01844964,75,113,234.3900461,141,0,1,1,1,1
2,0.51,0.2640539,45,35.32282745,73,191,243.6849378,219,0,1,1,1,0
1,0.28,0.275,0,0,96,0,0,40,0,2,1,0.5,1
1,2.62,1.31,0,0,336,0,0,128,0,8,3,0.375,1
2,25.36,29.6475,81,81.25,249,81,84.125,249,0,6,6,1,0
1,0.63,12.625,0,47.5,80,0,50468.25,80,0,2,2,1,0
1,0.32,2.605589226,67,109.9848485,315,327,11775.58249,535,0,6,5,0.833333333,0
1,3.02,1.536666667,0,21.66666667,80,0,197.6666667,0,0,2,0,0,0
2,33.17,23.98921569,100,82.88235294,212,4,22.05882353,60,0,4,2,0.5,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
2,11.02,11.02,50,50,106,0,0,0,0,2,0,0,0
1,2.47,11.13241935,0,399.5322581,80,0,27477.43548,0,0,2,0,0,1
1,0,2.195535714,0,0,96,0,0,0,0,2,0,0,1
1,0.26,2.13915212,174,137.5860349,542,10946,10966.61097,11394,0,9,11,1.222222222,0
2,0.22,0.218568665,49,48.01844964,77,237,234.3900461,265,0,1,1,1,1
2,0,0.012398725,60,38.84084292,0,105,141.052849,0,0,0,0,0,1
1,0.22,0.358676043,155,149.6818623,423,1286,1259.152764,1554,1441,5,5,1,1
1,0,4.923761855,0,210.5742887,40,0,5065.317176,80,0,1,2,2,1
1,2.97,2.335588235,0,0,96,0,0,0,0,2,0,0,1
2,0.07,12.01642857,82,187.2857143,138,98,232.2857143,126,0,2,1,0.5,1
2,23.69,28.69882353,75,92.76470588,159,4,50.73529412,60,0,3,2,0.666666667,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
1,0.13,0.454064516,165,161.3032258,172,418,1726.567742,124,583,4,3,0.75,0
1,2.89,1.659631902,0,0,96,0,0,0,0,2,0,0,1
2,23.97,29.174,79,86,219,56,76.4,196,0,5,5,1,0
1,0.88,4.74043956,83,95.53846154,163,0,6509.615385,80,0,2,2,1,0
2,0.01,0.218568665,42,48.01844964,70,475,234.3900461,503,0,1,1,1,0
2,0.31,0.218568665,67,48.01844964,95,216,234.3900461,244,0,1,1,1,1
1,3.68,8.991626984,157,170.4920635,517,10971,16572.5873,11411,0,9,11,1.222222222,0
2,0.01,0.218568665,54,48.01844964,82,147,234.3900461,175,0,1,1,1,1
1,3.01,2.03635274,0,0,96,0,0,0,0,2,0,0,1
1,0.32,26.82083333,358,358,1212,1765,1646.428571,1933,0,12,4,0.333333333,1
2,0,0.012398725,58,38.84084292,0,103,141.052849,0,0,0,0,0,1
1,0.26,0.413333333,81,81,289,396,396,564,0,5,4,0.8,1
1,2.27,2.27,0,0,336,0,0,128,0,8,3,0.375,1
2,40.35,31.65333333,8,35.16666667,120,75,111.5,159,0,4,3,0.75,0
2,0.01,0.218568665,62,48.01844964,90,197,234.3900461,225,0,1,1,1,1
2,24.83,24.31142857,81,107.2857143,249,81,77.42857143,249,0,6,6,1,0
2,1.26,0.725262759,72,86.91753748,128,96,189.2577616,124,0,2,1,0.5,0
2,43.96,42.26230769,125,121.1538462,265,6,21.46153846,90,0,5,3,0.6,0
2,0,0.012398725,34,38.84084292,62,82,141.052849,0,0,1,0,0,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
2,46.12,46.50333333,125,136.5555556,265,10,136.7777778,150,0,5,5,1,0
1,0.09,0.186375,859,762.371875,1067,824,2346.059375,1032,0,5,5,1,1
2,0.35,0.218568665,42,48.01844964,70,106,234.3900461,134,0,1,1,1,1
1,2.92,1.46,0,0,192,0,0,0,0,4,0,0,1
1,3.01,5.128403869,0,32.81559855,96,0,0,0,0,2,0,0,1
2,47.29,34.29104167,1273,887.0416667,2729,100062,70798.14583,102302,0,52,80,1.538461538,0
1,0,1.496552288,0,0,96,0,0,0,0,2,0,0,1
1,0.01,1.512423208,1150,1025.324232,2876,268,485.3242321,516,0,14,6,0.428571429,1
2,0.17,0.218568665,49,48.01844964,77,110,234.3900461,138,0,1,1,1,1
1,0.62,0.324944945,156,149.7172172,424,1287,1259.554555,1555,1443,5,5,1,1
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
2,7.15,24.0068,67,431.36,123,40,3790.16,96,0,2,2,1,0
